class, text
"pos","la pratique des retenues à la source des fonctionnaires est quasi courante. Tandis pour les parlementaires il y a une coquille. Soubhana Allah. Quel pays où vont vivre nos enfants! !!!!"
"pos","Les députés font la loi et l'applique pour les catégories vulnérables du peuple mais ne subissent aucune loi encore moins celles qui se rapportent aux réceptions ."
"pos","manger:manger et manger bien les gateaux du peuple Marocain mouhajir"
"pos","Ce pays va à la dérive. Si Mr El Othmani ne peut pas trancher, il n'a qu'à démissionner pour sauver ce qui reste de sa dignité."
"neg","On se pose la question pourquoi jusqu'à présent aucune mesure n'a été prise à l'égard du répons able logistique de casa qui selon des sources de l'intérieur de l'office a détourné des sommes d'argent vers son compte bancaire en retranchement ces sommes des salaires des vacataires et c'est la banque qui.a mis sa main sur ce ce vol. Des gens disent que rien ne va se faire car d'autres responsables impliqués seront dévloilés. Tout ça se passe sous les yeux de bencheikh, lui qui disait toujours que son passage à l'ofppt était pour l'assainir"
"pos","L' Etat de droit et de justice qui fait du Maroc un pays unique; unique dans l' application du droit, unique pour lutter contre la corruption, unique pour harceller sa population, l'emprisonner parcequ'elle veut déffendre sa dignité de vivre. Ida Achaabo arad alhayatte fla bodda ann yastajiba alkadar........................"
"neg","Larbi BENCHEIKH fait detourner l argent de l OFPPT en parainnant des projets bidon et ouvre ainsi des caisses noires pour l etat en depit de la qualie de formation qui passe toit d abord par l equipement des instituts inexistant ou obselette .t"
"pos","Le système est fait comme ça il se repose sur la rente pour avoir l'allégeance totale en plus des situations de l'impunité éternelle. Pas d'espoir de changer d'habitude"
"pos","Dan's Les pays democratic tu n as pas le droit a l absence a moins que se soit autorise par UN medecin et quand tu t absentee pour une raison exemple familial tu n as pas le droit au salaire du jours d absence sauf au maroc evidament pour l unique et seule raison l absence du Lois qui encadre chaque domaine"
"pos","dans une monarchie parlementaire on aurait pas de tels parlementaires corrompus,on les aurait jetté dehors mais bon on laisse la médiocrité d´en haut pour des raisons politiques connus,comme on laisse les mcharmlin tranquiles et on gracie les criminels et pédophiles"
"pos","dans un poste aussi critique, cela s appelle de l abondon de poste...il faut qu ils soient vires voire meme poursuivi en justice parce qu a priori il y en aura cetains qui veulent e poste pour avoir de l immunite pour faire des magouilles et ce salaire ne les interesse meme pas ..c est moins que l argent de poche qu ils donnent a leur enfants.."
"pos","opinion  les parlementaires ont droit de jouissez de leurs indemnités. mais la question qui pose elle même on a pas besoin de quarante éléments. pour faire face à cette richesse des initiatives de l'époque. ou de quelqun qui s'exprime ; et jette ses lapsus ses. au sein de parlement."
"pos","les parlementaires doivent être comme tous les fonctionnaires de l état devant la loi et si le maroc veut se démocratiser il faut que tout parlementaire qui n'as pas de justification valable de son absence il faut omettre cette journée de son salaire parceque tous les marocains sont égaux comme l'avait souligné sa majesté le roi dans chaque discours, et si ces parlementaires ne veulent pas se soumettre ils doivent être limogés pour que ce soit une leçon pour les autres. vive le roi"
"pos","Il faut instaurer un loi permettant de mettre dehors tout parlementaire qui s'absent pendant un certain nombre de jour ( 30 jours/par ans par exemple), si non à quoi sert vraiment un parlementaire s(il ne traille pas ? à empocher l'argent du contribuable sans rein faire ? s'enrichir par la dilapidation de l'argent public au lieu de diriger ces sommes vers la réalisation de projets et l'investissement ? à quand l'application de l'état de droit ?!!!!!!"
"pos","30élèves par classe?quel menteur! personnellement j'ai un groupe de 38 et un autre de 37"
"neg","Etant donne que le parti liberal est une partie qui n est pas cree par le makhzan il est impossible qu on lui facilite la tacheca d un part d autres part le partie qui government le Canada avtuellement est le partie liberal mais avec tous que dignified etre liberal et j ai toytours aime cette partie car Elle a donne Des politicien du grand calibre comme le defaint Pierre Elliot Trudeau que dieu air son ame acturllement son fils Justin reprend le flambeau"
"pos","C est du cinéma tout ça c est bien de l escroquerie. ...aucun sens du responsabilité du patriotisme. ..bande de salots"
"pos","supprimer le visa pour les requins vous revez."
"pos","cette dicision a ete prise par le quatar pas pour le bien du maroc au contraire c est pour faire la concurance a la RAM, quatar airways est beaucoup moin que la Royale mais ce qui deange des voyageur nord africain resident de l amerique du nord mais qui ont pas la double citoyeneté cest les procedures d embarquement alors ne pensez pas que les quatari vous aiment ,mais ils aiment votre argents et ....."
"pos","Est ce que l'annulation du Visa de Qatar pour vous compte parmis les realisations...?:"
"pos","L'état de quatre , va trouvée l'excuse de ne plus enlevé ou suspendre carrément le visa sur le Maroc , voila comme sa tt le monde va trouvé son compte"
"pos","De quoi se mêle le Parlement? Comment expliquer l invitation faite au Ministre des Affaires Étrangères de la Grande Bretagne de visiter le Maroc?  Il faut recaler les choses."
"pos","Je porte la nationalité d'un pays européen riche. Je suis un marocain d'origine mais je pense pas q'un jour je visiterai ce pays"
"pos","si ta le visa du usa best country in the world que est ce que tu va fautre au Qatar bizar bizar ces arabe qui veut se compare avec les usa"
"neg","Depuis que j'ai vu comment ils sont traités nos frère de rif je donne raison auX sahraoui de demander independance"
"neg","il rencontre le polisatio , donc, ils reconnaissent ce dernier c'est logique , non . enfin ! la solution est la suivante ; quand l’Algérie voudra le probleme se résoudra"
"pos","Je dis au numero 6 que je suis plus berber que toi et rifain de la région du triangle de la mort ( Tizi Ousli- Ajdir-Boured) Le Maroc est indivisible de Tanger à Lagouira. Tes propos tu les garde. Vive le Maroc grand et uni"
"pos","Il faut se méfier de cette rencontre du représentant de L'O.N.U! Cette rencontre est programmée par les dirigeants....?"
"pos","E polisario est dans une course contre la montre pour subsister...ils savent que le petrole est entrain de s ecrouler. D ici 20 ans ca va etre wue l electrique dans l us part des vehicule. Le petrol a etre va etre vendu dans les 20 dollars le baril A vous de comprends les consequences sur le polizbel"
"pos","Si j'ai bien compris je pense que vous n'avez pas bien compris la mentalite algerienne. et vous croyez sincinrement que la chutte du petrole conduira l'algerie a changer sa facon de voir le probleme du sahara occidentale. moi je vais me contenter de vous dire que le maroc a juste instaure le visa qui est un petit probleme, consequence 25 ans de fermeture des frontieres terristre et dieu seul sait que peut etre  c'est parti pour 100 ans quelque soit X comme on dit en mathematique"
"neg","Depuis que j'ai vu comment ils sont traités nos frère de rif je donne raison auX sahraoui de demander independance"
"neg","il rencontre le polisatio , donc, ils reconnaissent ce dernier c'est logique , non . enfin ! la solution est la suivante ; quand l’Algérie voudra le probleme se résoudra"
"pos","Ce n'est pas au Maroc de faire des concessions sur le dossier artificiel crée de toute pièce par Boumédienne et ses sbires. Le Sahara a été transformé par le Maroc,et les marocains ,de désert est sorti des villes et des champs de culture,sans parler des ports de pêche,et des entreprises.Même les généraux qui ont gouverné l'Algérie depuis l'indépendance n'ont pu réalisé le dynamisme économique de Sahara marocain, malgré leur pétrodollars .a"
"pos","Au numéro 9 ibn lkharair , crois tu que le Maroc va donné et laissé le Sahara à tes caporaux et nn au polisario , tu te trompe , comme à dis votre nouredine boukrouh le Maroc a volé le Sahara , et l'Algérie a pris du vent , je peux t'assurer que l'Algérie nagera seulement dans les eaux méditerranée ,"
"pos","il est important de souligner que la population sahraoui est subdivisée en deux parties l'une sur le sol algériens et l'autre sur le sol marocain. l'exclusion de l'une ou l'autre partie n'aboutira à rien de bon d'autant plus que la région du Sud marocain présente des représentants élus démocratiquement. alors les nations unies devront avoir en plus du Maroc et de l'Algérie comme partie les représentants officiel des sahraoui."
"pos","Je dis au numero 6 que je suis plus berber que toi et rifain de la région du triangle de la mort ( Tizi Ousli- Ajdir-Boured) Le Maroc est indivisible de Tanger à Lagouira. Tes propos tu les garde. Vive le Maroc grand et uni"
"pos","Il faut se méfier de cette rencontre du représentant de L'O.N.U! Cette rencontre est programmée par les dirigeants....?"
"pos","E polisario est dans une course contre la montre pour subsister...ils savent que le petrole est entrain de s ecrouler. D ici 20 ans ca va etre wue l electrique dans l us part des vehicule. Le petrol a etre va etre vendu dans les 20 dollars le baril A vous de comprends les consequences sur le polizbel"
"pos","Si il maintient ses principes. L'Echec commence pour madame mounib. Chacun va etre soumi a des epreuves pour savoir"
"pos","le parti est condamne a etre erradique si il s abstiendra de discuter avec des gens d un certain parti-religion-ou toute autre doctrine. c est un parti qui represent les marocain ( 86 % musulmans). je ne comprends rien...."
"pos","De part leur faiblesse certains partis politiques comme le PSU essayent de créer un événement futile manière de montrer qu’ils existent toujours. Ce parti du PSU doit revoir sa stratégie car il est devenu obsolète. Les Ait idder sassi Moujahid nabila doivent revoir leur volonté de départ pour laisser l’occasion aux jeunes de créer surtout que l’âge moyen des précités est de 67 ans."
"pos","J'ai tout le respect pour Mme Mounib, mais je ne vois pas en cas le fait de discuter avec des partis qui n'épouse pas nos idées est une erreur,au contraire quand on prétend démocrate, laïque et intellectuel, il discuter avec tous les partis, et tous groupes qui ont des idées qui ne correspondent à celles qu'on refond.En France les partis dits républicains discutent avec le front national, avec l’Extrême gauche Au contraire il ne faut exclure personne essayer de convaincre l'autre"
"pos","Le fondamentalisme gauchiste est tout aussi myope que le littéralisme à prétention sacrée. Le propre d’un(e) dirigeant(e) est d’être visionnaire et d’aller au-delà de ses bornes idéologiques sans soumission ni revirement pour autant."
"pos","Nabila Mounib est une Grande Dame et une grande Politique Marocaine"
"pos","Nabila est une grande dame intelligente ki veut du bien a son pays . La turquie est un tres bon modele pour le developement economique culturele et militaire."
"pos","bien dit assi Hmed. c'est la conduite qui fait la différence."
"pos","tous les partis politiques marocains sont dans le même panier la Grèce a eu le courage de déclarer faillite mais vous. vous mentez aux marocains. et vous acrochez a vos postes comme la peste ."
"pos","Mission accomplie: Retraite,extensibles de cuisine en argents, fille embouchée sans concours et avec un salaire échelle 11- Bak Sahbi - , avantages en nature à gogo , Écoutes, si j'étais à ta place à Benkirane, je dégage définitivement de la scène avant qu''il me dise"
"pos","La crise socio-économique que vivent les marocains actuellement est à cause des réformes que Mr Benkirane a menées. Aucun regret sur sa disparition éventuelle sur la scène politique marocaine. Bon débarras. Vive la Patrie et vive le Roi"
"pos","benkirane lors qu'il etait chef de gouvernement avait comme lechipremirefer objectif son PJD le nombre de reunion qu'il avait effectué avec son parti est superieur à celle effectué avec le gouvernement donc il reflichissait à l'au dela aulieu de reflechir au sort des jeunes chomeurs victime de l'exclusion et des batons devant le parlement"
"neg","Grace à Benkirane que le PJD est devenu un grand parti c'est un homme d'Etat il représente le Maroc d'une façon honorable éloquent dans ses discours sans papier ayant ses mains propres ils sont trois YOUSFI MHAMED BOUCETTA ET BENKIRANE et le PJD va pleurer et regréter son départ s'il décide"
"neg","Toujours La critique C'est ce q'on sait faire"
"neg","critiquer c'est facile c'est à la porté de tous ceux qui n'apportent rien à la société, malheureusement les peuples dans le monde ont compris comment ça fonctionne chez les politiques, ceux qui gagnent dirigent et ceux perdent se spécialisent dans la critique"
"pos","je ne comprend pas cette schizophrénie sociale maladive infondée au Maroc .un jour othmani est notre sauveur le lendemain c est un crétin jugez votre personne avant de juger l autre ,on appele ça l autocritique et qui en fin de compte fera notre salut et notre prospérité . est ce que c clair?"
"neg","BRàVO Là PàRLOTTE à Pàrlé POUR NE RIEN DIRE ENCORE UNE FOIS DE PLUS ELLE NE FàIT QUE CRETIQUER LES GENS J ài HONTE à sà PLàce Càr ELLE DEVàit PRESENTER Sà DEMISSION ENCORE UNE FOIS DE PLUS ZERO VOIX COMME ZERO MICà PàRLOTTE TàIS TOI"
"pos","moi personnellement je respecte cette dame qui a une vision et qui a une analyse diplomatique et potlitque des problemes dont le maaroc est noye...."
"pos","vous voyez le socialisme de monsieur EL MALKI c'est bizzare ."
"pos","j Ai un judgment definitive du tribunal asministratif Dupuis 2012 contra la commune de Casablanca jamais execute jusqua ce jour. ;je suis pas parlementaire je suis ,parlerien c EST LE MAROC Merci hespress"
"pos","stoppons ce carnage de la caisse de retraite. stoppons toutes les réformes soit disant structurelle s de la retraite. defillons dans les rues.sinon nous ne sommes pas AHRARS et nous méritons ce qui nous arrive."
"pos","des opportunistes incompétents qui n'ont pas honte"
"pos","le joueur evra a consacre une partie de sa fortune aux pauvres de marseille . a vous de discuter. merci"
"pos","C est bêtise lorsque on' dit ''nouwab alouma'' ce sont des spéculateurs des affaires aux profits du peuple"
"pos","C est Dommage !!!!!?????? Les pauvres sont condamné à rester pauvres et les riches s'enrichirent de façon exponentielle Dommage"
"pos","LLAH irhamha et tous les musulman Chaque personne aime ces proches ne peux pas dépasser cette instant sans un larme au yeux c difficile de perdre la maman ♥️♥️♥️"
"neg","Pourquoi cette discrimination chez nous musulmans, la femme n' pas les mêmes droits que les hommes? elle n'a pas le droit d'assister à l'enterrement de ses proches même s'il s'agit de ses enfants ou ses parents? En héritage,elle n'a droit qu'à une demi part par rapport à son frère? Elle ne peut rien faire sans l'avis de son mari,son frère ,ou son père,autrement dit elle toujours sous tutelle ? elle n' pas e droit e s'habiller comme elle veut ? elle n'a pas le droit de sortie comme elle veut? C'est en fait un sous-humain, c'est de l'esclavage, pauvre femme musulmane ..."
"pos","l'imam Malek a opiné pour la permission à la femme d'assister à la Djanaza et c'est l'opinion des savants d'Al Madina. Leur argument est ce hadith rapporté par l'imam Ibn Abu Chaiba d'après Abou Horeïra qui a dit que le Messager d’Allah, Salla Allahou Alaïhi Wa Sallam, assistait aux funérailles lorsqu’Omar a aperçu une femme ; il l'a réprimandée. Alors le Prophète, Salla Allahou Alaïhi Wa Sallam, lui a dit : \" Laisse la O Omar ! \" (Rapporté aussi par Ibn Majah et Nassau"
"neg","Bon vent Monsieur le Chef du Gouvernement. Travaillez et doublez d'efforts. Faire et laisser braire. Le tavail et les résultats tangibles finiront par les faire taire."
"pos","MR. CHABATE je vous propose de faire un partie dont vous rester tout seul comme celui de zayane et après vous vous alliez"
"pos","Le Maroc viens de publier une étude commande chez réputation à paris a 15 millions d'euros publié aujourd'hui sur jeune Afrique. 15 millions peuvent sauvée combien de jeunes marocain. Mais c'est une manière de voler l argen"
"pos","Tu n'as aucune credibilité.D'ou vient ta richesse celle de ton épouse et de tes deux enfants?Ton parti a fait beaucoup de mal à notre pays."
"pos","PàRLOTTE PàRLOTTE PàRLOTTE DEPàRT OBLIGE QUITTEZ Là PLàCE SVP NI LE PàRTI NI LES àDHERàNTS N ONT BESOIN DE VOUS SOYEZ DEMOCRàTE àu MOINS et POUR UNE FOIS REJOINGNEZ VOTRE MàISON"
"neg","ils faut arrêtez votre cinema vous êtes des nul des responsables ca suffi cette comédie ils faut démissionner de ce poste et lesser les jeunes qui veulent travailler leurs pays"
"pos","Pour moi Mr Benkirane est le meilleur P Ministre dès l'arrivée de sa majesté Mohemed 6"
"neg","hicham joue le role d intelectuelle qui donne des lecon sure la democratie sous la constitution royaliste ,ou tout les lois sont fait pour protégé le roi et pas le people,et aussi il a oublier de donne cette conference au maroc surtout au rif les tunisiens save bien leur droit ou la femme a plus de liberte et droit ds tout les paye arab la meme en education ect pourquoi hichame ne parle pas au marocain comme in defendeur de democratie,ou le maroc et devenu exportateur de democratie il fait bcp de distraction pour ne rien dire allez en Europe et parle au melitan de rif et leur droit c est simple il ne fait rien ce prince qui fait semblant qu il oppose le systeme ,mais il joue avec le systeme"
"neg","Plus de 400 détenus politiques dans le rif...entre autres choses... Ça va durer Combien cette mascarade mafieuse encore?1 Akhnouch assassin...benarafa aussi Gouver dément en bande organisée... Toz"
"neg","je croit que les orders donne au procureur du roi ne vont pas aide le roi qui est le chef de justice a prendre la responsabilite devant le monde et les marocain du monde,pour defender les marocains qui subissent l injustice au maroc le jour ou le juge pronance le jugement la,les rifin du monde et les autres marocain du monde vont avoir la solidarite totale des organization mondiale et des politiciens d Europe usa de commence a detruire le makzen,et vous allez voir ce que va ce passe au system mafieu injuste ce que je dit maintenant le danger vien de marocain de rifin a l etranger et pas de Nasser ni silia ni amracha l informateur des nouveau chef de hirak on fait plus de dommage au roi que Nasser ou ahamjik bilal azouz et Yuba boujibar naoufel de UK ect ect sont devenu les leader international de rif l affaire du rif n est plus ds les mains de Nasser ni du roi lui meme,elle est devenu international"
"pos","Au commentaire no 26 : seuls 0.048% ont voté pour le pjd (1.2 millions / 25 millions). C'est une toute petite minorité. Donc, vous ne pouvez pas prétendre que le peuple a voté pour le pjd. Bon courage au gouvernement et bonne continuation. Bon rétablissement à Sa Majesté. Vive la Patrie et vive le Roi"
"pos","niveau médiocre , il faut nous montrer ce que tu as fait, pas parler des autres"
"pos","Je suis de gauche , mais je ne retrouve plus la gauche marocaine avec ses valeurs. Prière de fermer la boutique et faite autre chose avec votre allié PJD. Et merci"
"neg","Grande joie et fierté que nous sentons Monsieur Akhannouch, enfin un homme responsable, honnête et fiable sur lequel on peut compter, très difficile de trouver de tels hommes malheureusement dans les partis politiques national."
"neg","Continuez ainsi Monsieur Akhannouch vous êtes le meilleur. Que Dieu le tout puissant vous assiste."
"neg","je remercie tous les participants,,,mais la politique est apres avoir un travail ;car c pas logique :de perdre le temps sans salaire,pour ceux qui ne travaillent pas ,,,,le chomage restera toujour et le vote restera toujours aussi faible;;;;b .COURAGE"
"neg","Bravo le RNI. Le travail commence. agharas agharas"
"pos","La même méthode que le PAM Pas de différence"
"pos","Et vous trouvez démocratique d'écarter celui qui a fait gagner votre parti ????!!! En acceptant vous avez enterré le PJD , l'histoire retiendra que vous avez participé à l'avortement de la démocratie au Maroc"
"pos","J'espère que cette fois-ci sa présence à ce sommet ne semera pas la pagaille comme auparavant."
"pos","mes encouragements. A toute l'équipe des embrassades Marocains, qui ont besoin de renforcer multiplier les efforts ; pour faire face; à la rentrée diplomatique. bon courage."
"pos","soubhane Allah 26 commentaires 332 moins aucain Plus ? ? ? ? ?"
"pos","L'islamisme est une idéologie en progression, et si vous ne l'avez pas compris ou vous ne comprenez pas le sens de l'idéologie c'est que vous faites un mauvais départ... Benkirane le sait très bien.."
"pos","soubhane Allah 26 commentaires 332 moins aucain Plus ? ? ? ? ?"
"pos","L'islamisme est une idéologie en progression, et si vous ne l'avez pas compris ou vous ne comprenez pas le sens de l'idéologie c'est que vous faites un mauvais départ... Benkirane le sait très bien.."
"pos","On parle de jeunesse dans la prise de décision. Mais quand il s'agit de nomination aux pistes de ministre on les renient. On prend les mêmes et on recommence. Zefzafi n'a pas tory de les assimiler à des \"DAKAKIN\""
"pos","Ce sont des libéraux donc ce sont des amis des riches dirigé par un milliardaire"
"pos","je pense que cette personne ne mérite guère d'être un politologue car la divergence entre Lui et la politique comme celle-ci de la distance entre les cieux et la terre hah, les morales des fables"
"neg","Bravo le RNI. Le travail commence..."
"neg","Ce parti aura très loin car son guide est un homme de parole bravo!"
"pos","Quand est ce que akhnnouch passera en jugement? Qui connait la date deson procès ? 1"
"pos","Aknanouch est un profiteur un opportuniste du sysème comme tout bon Maghzénien"
"neg","Libération de tous les prisonniers politiques est juste une question de temps"
"pos","On attend un discours dure supprimer retraite des parlements des ministres dim"
"pos","80HT*1,2= approxi 100million pour deux voitures. vraiement c du vol"
"pos","Mais chers compatriotes ! le ministre sajid na pas besoin de cette voiture , il a besoin juste pour son personnels . n'oublions pas que sajid était wali de casa il a fait fourtune avec l'argent du contribuable , ce nest pas nouveau . en plus il est entré au gouvernement par le petite porte imposé par le parti de akhanouch"
"pos","Nos services veulent nous faire croire qu'ils sont très puissants !!! S'ils étaient aussi puissants pourquoi ils n'ont pas évité à l'Espagne , France ou Belgique ces attentats !!!???"
"pos","En tant que marocain qui fait partie de la classe ouvrière je dis non à ce parti créé par l'ami du roi \" conflit d'intérêt \""
"pos","Comment en pense l amelioration de l education a la rentree scolaireles etudiant ont deja achetter leur materiels scolaire que ce vous faitent pendant les vacances ????????????"
"pos","avec les islamistes pas de résultat qu'il que soit le chef de gouvernement"
"pos","trops de blas-blas, en tant que salarié, on veut une augmentation de salaire qui correspond au moins à l'inflation de l'économie comme ca se fait partout ds le monde! on a marre des monsenges des politiciens du genre yatim!!! on soufre ds notre vis quotidienne et on ne cherche que vivre ds la diniété!"
"pos","Rien de rien de rien , j'avais voté PJD, plus maintenant. .."
"pos","c'est claire . Faites vos devoirs, les droits arriveront d'eux même. vous êtes un homme de droit!!"
"pos","faites un rassemblement via le Web ... ça coûte pas grand chose ..."
"pos","mettez le en vente, si vous n'êtes pas capable de porter la responsabilité"
"neg","Avec l'aide du BON DIEU ;nous sommes pas tombés dans ce problème de la viande du mouton.MAIS nous bien examiné la bête;surtout tous CES ORGANES.La bête ne doit pas avoir des points de VACCINS encore visibles."
"pos","le problème est centré sur ceux qui vendent des moutons au mode aléatoire, la loi et les normes sont toujours à la portée mais il y a toujours ceux qui ne la respectent pas, cela était clair lors de ce aid puisque plusieurs citoyens ont souffert de la perte de leur aid puisque la viande n est pas *healthy*"
"pos","I have thrown away my sheep as well . I want moroccan citizens either to make pressure on authorities to take strict measures or stop celebrating the eid in the coming years ."
"pos","On sait que tous les partis politiques fonctionnent comme des boutiques \"Dakakin \". Je me demande Qu'est ce que cela change si le problème des moutons de l'aid rentre dans leurs discussion?"
"pos","ça veut dire que maintenant ils ne vont même pas faire semblant de combattre \"al fassad\" Maintenant les choses sont claires"
"pos","gouvernement fade sans goût voire même putride.on est a des années lumières des autres pays."
"neg","Il faut dire que notre diplomatie s'est recemment affaiblit notamment avec l'arrivée de ce nouveau ministre des affaires étrangères. Chaque réunion ou sommet se termine avec des disputes ce qui n'est pas bien pour notre pays réputé par sa sagesse. Il est temps davoir l'homme qu'il faut ne serai - ce que dans ce poste ultrasensible."
"neg","mais ! ou est le probleme ? tout le monde sait que l’Algérie soutient le polisario , et cela depuis 1975. l’Algérie considère le maroc comme ennemis depuis 1963 .je porte a votre connaissance que la plus part des algériens soutient le polisario ce n'est pas pas un secret pour personne .encore une fois ou est le probleme"
"neg","Nos freres algeriens ne meritent pas ça. Cette maffia qui ont volé la richesse de ce pays .Une partie pour eux et l'autre pour quelquess pays africains pour avoir un appuie contre le Maroc.Vraiment c'est honteux qu'un pays voisin fait tout pour vous saboter."
"neg","le Maroc est candidat a la coupe du monde de foot 2026 l algirie est candidate au tournoi de foot de Mousambiq hhhhh"
"neg","Il faut dire que notre diplomatie s'est recemment affaiblit notamment avec l'arrivée de ce nouveau ministre des affaires étrangères. Chaque réunion ou sommet se termine avec des disputes ce qui n'est pas bien pour notre pays réputé par sa sagesse. Il est temps davoir l'homme qu'il faut ne serai - ce que dans ce poste ultrasensible."
"neg","mais ! ou est le probleme ? tout le monde sait que l’Algérie soutient le polisario , et cela depuis 1975. l’Algérie considère le maroc comme ennemis depuis 1963 .je porte a votre connaissance que la plus part des algériens soutient le polisario ce n'est pas pas un secret pour personne .encore une fois ou est le probleme"
"neg","Nos freres algeriens ne meritent pas ça. Cette maffia qui ont volé la richesse de ce pays .Une partie pour eux et l'autre pour quelquess pays africains pour avoir un appuie contre le Maroc.Vraiment c'est honteux qu'un pays voisin fait tout pour vous saboter."
"pos","Le maroc doit etre transparent sur les gisements du petrol et gaz ,,,, et entrer le plus tot possible dans lexploitation de ses bien vers leurope et autres ca va faire fin a notre voisin de l este"
"neg","le Maroc est candidat a la coupe du monde de foot 2026 l algirie est candidate au tournoi de foot de Mousambiq hhhhh"
"neg","Le Maroc avec ce projet deviendra un carrefour de distribution du gaz. Le champ gazier tendrara plus le gazoduc maghreb plus le non renouvellement du contrat avec l'Algérie, bref il faut laisser les gens travailler et Rdv Dans 5 ans"
"neg","LE SUIS PRET à PàYER LE Gàz du NIGERIà plus cher que celui de l àLGERIE Soit JE NE VEUX PLUS ENTENDRE LES MOTS  àlgerie ou àlgeriens POINT FINàL"
"pos","très bonne réussite à Fatima Oulamghar !"
"pos","puisque il lui a été reconnu des fraudes une illégibilité d au moins de 10 ans aurait été prononcée à son encontre ___ comment sortir par la fenetre et rentrer par la porte mais la grande honte revient à son parti !!!"
"neg","il faut faire la même chose et même un peu plus au Maroc également et faire de tel sorte que les projets lancer par le Roi que Dieu le protège sois réaliser suivant le temps prévu. un conseil faite les choses dans le calme et dans l'ordre et ne pas mélanger les serviettes et les torchons ce n'est pas bien pour la santé de personne."
"pos","et qui va suivre Jeune Afrique pour sa couverture \"terrorism born in morocco\""
"pos","je me demande que le gouvernement va faire beacoup pour afrique au lieu de resoudre les problemes des marocains qui immigrent dals les oceants pour vivre comme les autres"
"pos","n'importe quoi. quand on la CIN pourquoi vous demandez la légalisation de....."
"pos","Même avec un dossier complet les fonctionnaires font tout pour embêter le citoyen. Pas normal. Ne rendent pas service de manière aimable non plus. Pourquoi sont ils payés ?"
"pos","je vie en France depuis 45 ans je n'es jamais légalisé un papier  et ça marche très bien ?pourquoi on ne fait pas la mème chose au Maroc BOUYAOMAR"
"pos","bravo bravo vraiment vous etes des grands penseurs et meme des genies dans la gestion dea affaires administratifs des citoyens, avec cette solutions nous serons tres hureux de voys . vraiment bravo et merci notre chėres ministres"
"pos","La reforme c est bien mais pas pour des choses aussi simples et futiles que la légalisation.le discours royal évoque la reforme de l administration pas la procedure de la légalisation.... qu en est il de la conservation fonciere....les impots ?????où l etat perd des milliards et le citoyen  souffre le martyre"
"pos","la multiplication des personne autorisés cela veut dire multiplication des risques de falsification. la seul solution est de limité la demande de copie conforme à l'origine à travers des applications informatique cela dit informatiser les systèmes et l'administration n'a pas besoin de copie il aura tout dans le système. pour les concours et examen, le candidat doit signe au préalable formulaire de déclaration d'honneur d'exactitude de renseignements; signature simple. c'est au moment de recrutement où on lui demande l'original. s'il ne respecte pas sa déclaration il sera exclu. mais il doit envoyer seulement copie de l'original non certifier lors de dépôt de sa candidature."
"pos","j.etais a l.arrondissement pour un extrait d.acte de naissance lorsque le fonctionnaire m.a surpris en me disant mon nom n.est pas correct sur le registre et que je dois passe au tribunal. ......mais tout les chemins emmene a rome....j.ai eu l.extrait le lendemain."
"pos","Fait boycotté le journal jeunafrique . Faut jamais qui rentre au maroc ni Le Maghreb"
"pos","LE TERRORISME N A PAS DE NATIONNALITE"
"pos","Tout a commencé avec la participation du Maroc à côté des saoudiens pour réduire l'ordre au Yémen. Tout le monde est au courant du rôle des saoudiens dans la création et le soutien de ce fléau dit DAECH et le Maroc qui bénéficie en echange des aides financières en plus de soutien politique de la part de ces derniers ne doit pas être que soupçonné du terrorisme plus que tout le monde vu ses problèmes internes (analphabetisme-chômage-pauvreté. ..) .En clair les marocains sont fragiles à cause de ces problèmes devant les pétrodollars des arabes du golf et le monde n'est pas stupide pour ne pas en être au courant. .."
"neg","les jeunes qui ont commis des actes terroristes sont pour la plupart d origine marocaine certes mais n oublions pas qu ils sont nés en europe et qu ils ont recu leur education en europe  ils n ont pas recu leur education au Maroc conclusion le Maroc n y est pour rien dans ces affaires entre des citoyens europeens pour moi c est un complot de la part des petits fils de turks"
"neg","Les imbéciles idiots travaillent à Jeune Afrique"
"pos","Et alors. seule la vérité blesse. nous constatons que la plus part des actes terroristes commis ces dernières années en europe sont le fait de personnes marocaines ou d'origines marocaines. il faut affronter le mal au lieu de nier cette vérité .le problème à mon avis est social et culturel. il y a une prédisposition chez une frange de jeunes marocains à devenir terroristes. vu la culture religieuse ambiante et les convictions religieuses infligées aux gens depuis leur jeune âge. le sujet est trop long. d'ailleurs"
"pos","J'ai assisté à un mariage dans un quartier populaire ce qui j'ai vu dans cette soirée du moi 8 c'est terrible des jeunes futur projets pour les terroristes il faut une nouvelle approche pour ces quartiers"
"pos","La vérité est embarrassante hein  Lkhalfi n'aime pas la couverture de ce magazine car il se voient dedans... C'est bien le maroc qui avait payé ce journal pour dire des âneries sur le rif À bas le wahhabisme et son comparse le khwanjisme..."
"pos","Les décrets et arrêtés sur la Qualification et la classification des laboratoires et des entreprises de travaux et le décret sur les marchés publics sont aussi en contradiction avec le principe de la concurrence libre et loyale prévue par la constitution !!! Leurs mise à jour pour s'aligner à la constitution conformément aux instructions de notre très cher Roi devra être programmée par le gouvernement C'est très important pour palier aux lacunes qui entravent le développement et la substance des PME le cœur battant de l'économie de notre pays !!!!!!!!!!!!!!"
